,name,href
0,包新第,https://zh.wikipedia.org/wiki/%E5%8C%85%E6%96%B0%E7%AC%AC
1,鲍事天,https://zh.wikipedia.org/wiki/%E9%B2%8D%E4%BA%8B%E5%A4%A9
2,柏文蔚,https://zh.wikipedia.org/wiki/%E6%9F%8F%E6%96%87%E8%94%9A
3,白崇禧,https://zh.wikipedia.org/wiki/%E7%99%BD%E5%B4%87%E7%A6%A7
4,包德明,https://zh.wikipedia.org/wiki/%E5%8C%85%E5%BE%B7%E6%98%8E
5,鮑幼玉,https://zh.wikipedia.org/wiki/%E9%AE%91%E5%B9%BC%E7%8E%89
6,包宗和,https://zh.wikipedia.org/wiki/%E5%8C%85%E5%AE%97%E5%92%8C
7,柯受良,https://zh.wikipedia.org/wiki/%E6%9F%AF%E5%8F%97%E8%89%AF
8,白添枝,https://zh.wikipedia.org/wiki/%E7%99%BD%E6%B7%BB%E6%9E%9D
9,崔存璘,https://zh.wikipedia.org/wiki/%E5%B4%94%E5%AD%98%E7%92%98
10,蔡同屿,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%90%8C%E5%B1%BF
11,蔡文甫,https://zh.wikipedia.org/wiki/%E8%94%A1%E6%96%87%E7%94%AB
12,蔣乃辛,https://zh.wikipedia.org/wiki/%E8%94%A3%E4%B9%83%E8%BE%9B
13,錢一飛,https://zh.wikipedia.org/wiki/%E9%8C%A2%E4%B8%80%E9%A3%9B
14,陈志达,https://zh.wikipedia.org/wiki/%E9%99%88%E5%BF%97%E8%BE%BE
15,陳履安,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%B1%A5%E5%AE%89
16,陳筑藩,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%AD%91%E8%97%A9
17,陳鎮湘,https://zh.wikipedia.org/wiki/%E9%99%B3%E9%8E%AE%E6%B9%98
18,蔡公时,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%85%AC%E6%97%B6
19,蔡名永,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%90%8D%E6%B0%B8
20,蔡培火,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%9F%B9%E7%81%AB
21,蔡孝乾,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%AD%9D%E4%B9%BE
22,蔡家福,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%AE%B6%E7%A6%8F
23,蔡明耀,https://zh.wikipedia.org/wiki/%E8%94%A1%E6%98%8E%E8%80%80
24,蔡維屏,https://zh.wikipedia.org/wiki/%E8%94%A1%E7%B6%AD%E5%B1%8F
25,蔡錦隆,https://zh.wikipedia.org/wiki/%E8%94%A1%E9%8C%A6%E9%9A%86
26,蔡鴻文,https://zh.wikipedia.org/wiki/%E8%94%A1%E9%B4%BB%E6%96%87
27,曹明正,https://zh.wikipedia.org/wiki/%E6%9B%B9%E6%98%8E%E6%AD%A3
28,張錦麗,https://zh.wikipedia.org/wiki/%E5%BC%B5%E9%8C%A6%E9%BA%97
29,張通榮,https://zh.wikipedia.org/wiki/%E5%BC%B5%E9%80%9A%E6%A6%AE
30,章孝慈,https://zh.wikipedia.org/wiki/%E7%AB%A0%E5%AD%9D%E6%85%88
31,張斯綱,https://zh.wikipedia.org/wiki/%E5%BC%B5%E6%96%AF%E7%B6%B1
32,陈翰笙,https://zh.wikipedia.org/wiki/%E9%99%88%E7%BF%B0%E7%AC%99
33,陳介生,https://zh.wikipedia.org/wiki/%E9%99%B3%E4%BB%8B%E7%94%9F
34,陳雪屏,https://zh.wikipedia.org/wiki/%E9%99%B3%E9%9B%AA%E5%B1%8F
35,陳鵬仁,https://zh.wikipedia.org/wiki/%E9%99%B3%E9%B5%AC%E4%BB%81
36,陳錫章,https://zh.wikipedia.org/wiki/%E9%99%B3%E9%8C%AB%E7%AB%A0
37,程冠珊,https://zh.wikipedia.org/wiki/%E7%A8%8B%E5%86%A0%E7%8F%8A
38,程建人,https://zh.wikipedia.org/wiki/%E7%A8%8B%E5%BB%BA%E4%BA%BA
39,程潛,https://zh.wikipedia.org/wiki/%E7%A8%8B%E6%BD%9B
40,陈紫枫,https://zh.wikipedia.org/wiki/%E9%99%88%E7%B4%AB%E6%9E%AB
41,陳劍如,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%8A%8D%E5%A6%82
42,陳君樸,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%90%9B%E6%A8%B8
43,陈式正,https://zh.wikipedia.org/wiki/%E9%99%88%E5%BC%8F%E6%AD%A3
44,陈祖康,https://zh.wikipedia.org/wiki/%E9%99%88%E7%A5%96%E5%BA%B7
45,陳中海,https://zh.wikipedia.org/wiki/%E9%99%B3%E4%B8%AD%E6%B5%B7
46,陳以信,https://zh.wikipedia.org/wiki/%E9%99%B3%E4%BB%A5%E4%BF%A1
47,陳偉杰,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%81%89%E6%9D%B0
48,陳健治,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%81%A5%E6%B2%BB
49,陳儀,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%84%80
50,陳啟川,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%95%9F%E5%B7%9D
51,陳士魁,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%A3%AB%E9%AD%81
52,陳大齊,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%A4%A7%E9%BD%8A
53,陳威仁,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%A8%81%E4%BB%81
54,陳庚金,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%BA%9A%E9%87%91
55,陳建宇,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%BB%BA%E5%AE%87
56,陳拱北 (立法委員),https://zh.wikipedia.org/wiki/%E9%99%B3%E6%8B%B1%E5%8C%97_(%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1)
57,陳振雄,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%8C%AF%E9%9B%84
58,陳文漢,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%96%87%E6%BC%A2
59,陳根德,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%A0%B9%E5%BE%B7
60,陳榮盛 (政治人物),https://zh.wikipedia.org/wiki/%E9%99%B3%E6%A6%AE%E7%9B%9B_(%E6%94%BF%E6%B2%BB%E4%BA%BA%E7%89%A9)
61,陳樹,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%A8%B9
62,陳治世,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%B2%BB%E4%B8%96
63,陳濟棠,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%BF%9F%E6%A3%A0
64,陳炳甫,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%82%B3%E7%94%AB
65,陳烱松,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%83%B1%E6%9D%BE
66,陳田錨,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%94%B0%E9%8C%A8
67,陳由豪,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%94%B1%E8%B1%AA
68,陳端堂,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%AB%AF%E5%A0%82
69,陳義洲,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%BE%A9%E6%B4%B2
70,陳肇敏,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%82%87%E6%95%8F
71,陳舜畊,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%88%9C%E7%95%8A
72,陳良 (1896年),https://zh.wikipedia.org/wiki/%E9%99%B3%E8%89%AF_(1896%E5%B9%B4)
73,陳華宗,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%8F%AF%E5%AE%97
74,陳萬得,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%90%AC%E5%BE%97
75,陳裕璋,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%A3%95%E7%92%8B
76,陳誠,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%AA%A0
77,陳進東,https://zh.wikipedia.org/wiki/%E9%99%B3%E9%80%B2%E6%9D%B1
78,陳金讓,https://zh.wikipedia.org/wiki/%E9%99%B3%E9%87%91%E8%AE%93
79,蔣孝嚴,https://zh.wikipedia.org/wiki/%E8%94%A3%E5%AD%9D%E5%9A%B4
80,江啟臣,https://zh.wikipedia.org/wiki/%E6%B1%9F%E5%95%9F%E8%87%A3
81,江義雄,https://zh.wikipedia.org/wiki/%E6%B1%9F%E7%BE%A9%E9%9B%84
82,蔣仲苓,https://zh.wikipedia.org/wiki/%E8%94%A3%E4%BB%B2%E8%8B%93
83,蔣鼎文,https://zh.wikipedia.org/wiki/%E8%94%A3%E9%BC%8E%E6%96%87
84,邱文彥,https://zh.wikipedia.org/wiki/%E9%82%B1%E6%96%87%E5%BD%A5
85,邱鏡淳,https://zh.wikipedia.org/wiki/%E9%82%B1%E9%8F%A1%E6%B7%B3
86,周守訓,https://zh.wikipedia.org/wiki/%E5%91%A8%E5%AE%88%E8%A8%93
87,周德偉,https://zh.wikipedia.org/wiki/%E5%91%A8%E5%BE%B7%E5%81%89
88,莊子富,https://zh.wikipedia.org/wiki/%E8%8E%8A%E5%AD%90%E5%AF%8C
89,朱立倫,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%AB%8B%E5%80%AB
90,User:宋仲慧/沙盒,https://zh.wikipedia.org/wiki/User:%E5%AE%8B%E4%BB%B2%E6%85%A7/%E6%B2%99%E7%9B%92
91,张继正,https://zh.wikipedia.org/wiki/%E5%BC%A0%E7%BB%A7%E6%AD%A3
92,張富,https://zh.wikipedia.org/wiki/%E5%BC%B5%E5%AF%8C
93,張慶忠,https://zh.wikipedia.org/wiki/%E5%BC%B5%E6%85%B6%E5%BF%A0
94,曹壽民,https://zh.wikipedia.org/wiki/%E6%9B%B9%E5%A3%BD%E6%B0%91
95,莊啟旺,https://zh.wikipedia.org/wiki/%E8%8E%8A%E5%95%9F%E6%97%BA
96,詹春柏,https://zh.wikipedia.org/wiki/%E8%A9%B9%E6%98%A5%E6%9F%8F
97,趙怡,https://zh.wikipedia.org/wiki/%E8%B6%99%E6%80%A1
98,邱正雄,https://zh.wikipedia.org/wiki/%E9%82%B1%E6%AD%A3%E9%9B%84
99,陳幼石,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%B9%BC%E7%9F%B3
100,陳建平,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%BB%BA%E5%B9%B3
101,陳恩賜,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%81%A9%E8%B3%9C
102,陳水亮,https://zh.wikipedia.org/wiki/%E9%99%B3%E6%B0%B4%E4%BA%AE
103,陳瑞斌,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%91%9E%E6%96%8C
104,陳璽安,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%92%BD%E5%AE%89
105,陳瓊讚,https://zh.wikipedia.org/wiki/%E9%99%B3%E7%93%8A%E8%AE%9A
106,陳錫淇,https://zh.wikipedia.org/wiki/%E9%99%B3%E9%8C%AB%E6%B7%87
107,丁仁方,https://zh.wikipedia.org/wiki/%E4%B8%81%E4%BB%81%E6%96%B9
108,丁德先,https://zh.wikipedia.org/wiki/%E4%B8%81%E5%BE%B7%E5%85%88
109,鄧萃英,https://zh.wikipedia.org/wiki/%E9%84%A7%E8%90%83%E8%8B%B1
110,戴安澜,https://zh.wikipedia.org/wiki/%E6%88%B4%E5%AE%89%E6%BE%9C
111,戴笠,https://zh.wikipedia.org/wiki/%E6%88%B4%E7%AC%A0
112,但燾,https://zh.wikipedia.org/wiki/%E4%BD%86%E7%87%BE
113,鄧傳楷,https://zh.wikipedia.org/wiki/%E9%84%A7%E5%82%B3%E6%A5%B7
114,鄧季惺,https://zh.wikipedia.org/wiki/%E9%84%A7%E5%AD%A3%E6%83%BA
115,丁惟汾,https://zh.wikipedia.org/wiki/%E4%B8%81%E6%83%9F%E6%B1%BE
116,丁懋時,https://zh.wikipedia.org/wiki/%E4%B8%81%E6%87%8B%E6%99%82
117,丁振嘉,https://zh.wikipedia.org/wiki/%E4%B8%81%E6%8C%AF%E5%98%89
118,董煜,https://zh.wikipedia.org/wiki/%E8%91%A3%E7%85%9C
119,董義華,https://zh.wikipedia.org/wiki/%E8%91%A3%E7%BE%A9%E8%8F%AF
120,董兆钧,https://zh.wikipedia.org/wiki/%E8%91%A3%E5%85%86%E9%92%A7
121,董萍,https://zh.wikipedia.org/wiki/%E8%91%A3%E8%90%8D
122,段茂澜,https://zh.wikipedia.org/wiki/%E6%AE%B5%E8%8C%82%E6%BE%9C
123,杜月笙,https://zh.wikipedia.org/wiki/%E6%9D%9C%E6%9C%88%E7%AC%99
124,段希文,https://zh.wikipedia.org/wiki/%E6%AE%B5%E5%B8%8C%E6%96%87
125,方永蒸,https://zh.wikipedia.org/wiki/%E6%96%B9%E6%B0%B8%E8%92%B8
126,方賢齊,https://zh.wikipedia.org/wiki/%E6%96%B9%E8%B3%A2%E9%BD%8A
127,方醫良,https://zh.wikipedia.org/wiki/%E6%96%B9%E9%86%AB%E8%89%AF
128,方青儒,https://zh.wikipedia.org/wiki/%E6%96%B9%E9%9D%92%E5%84%92
129,范姜泰基,https://zh.wikipedia.org/wiki/%E8%8C%83%E5%A7%9C%E6%B3%B0%E5%9F%BA
130,范才骙,https://zh.wikipedia.org/wiki/%E8%8C%83%E6%89%8D%E9%AA%99
131,范揚盛,https://zh.wikipedia.org/wiki/%E8%8C%83%E6%8F%9A%E7%9B%9B
132,范树德,https://zh.wikipedia.org/wiki/%E8%8C%83%E6%A0%91%E5%BE%B7
133,費驊,https://zh.wikipedia.org/wiki/%E8%B2%BB%E9%A9%8A
134,費鴻泰,https://zh.wikipedia.org/wiki/%E8%B2%BB%E9%B4%BB%E6%B3%B0
135,冯友兰,https://zh.wikipedia.org/wiki/%E5%86%AF%E5%8F%8B%E5%85%B0
136,馮啟聰,https://zh.wikipedia.org/wiki/%E9%A6%AE%E5%95%9F%E8%81%B0
137,馮寄台,https://zh.wikipedia.org/wiki/%E9%A6%AE%E5%AF%84%E5%8F%B0
138,方啟榮,https://zh.wikipedia.org/wiki/%E6%96%B9%E5%95%9F%E6%A6%AE
139,谷秀衡,https://zh.wikipedia.org/wiki/%E8%B0%B7%E7%A7%80%E8%A1%A1
140,辜濓松,https://zh.wikipedia.org/wiki/%E8%BE%9C%E6%BF%93%E6%9D%BE
141,郭石吉,https://zh.wikipedia.org/wiki/%E9%83%AD%E7%9F%B3%E5%90%89
142,高朗,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%9C%97
143,高文瑞,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%96%87%E7%91%9E
144,高清愿,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%B8%85%E6%84%BF
145,高育仁,https://zh.wikipedia.org/wiki/%E9%AB%98%E8%82%B2%E4%BB%81
146,高魁元,https://zh.wikipedia.org/wiki/%E9%AB%98%E9%AD%81%E5%85%83
147,高華柱,https://zh.wikipedia.org/wiki/%E9%AB%98%E8%8F%AF%E6%9F%B1
148,葛敬恩,https://zh.wikipedia.org/wiki/%E8%91%9B%E6%95%AC%E6%81%A9
149,龔照勝,https://zh.wikipedia.org/wiki/%E9%BE%94%E7%85%A7%E5%8B%9D
150,龔仙舫,https://zh.wikipedia.org/wiki/%E9%BE%94%E4%BB%99%E8%88%AB
151,龚学遂,https://zh.wikipedia.org/wiki/%E9%BE%9A%E5%AD%A6%E9%81%82
152,谷正鼎,https://zh.wikipedia.org/wiki/%E8%B0%B7%E6%AD%A3%E9%BC%8E
153,關素人,https://zh.wikipedia.org/wiki/%E9%97%9C%E7%B4%A0%E4%BA%BA
154,關麟徵,https://zh.wikipedia.org/wiki/%E9%97%9C%E9%BA%9F%E5%BE%B5
155,桂宗尧,https://zh.wikipedia.org/wiki/%E6%A1%82%E5%AE%97%E5%B0%A7
156,桂永清,https://zh.wikipedia.org/wiki/%E6%A1%82%E6%B0%B8%E6%B8%85
157,辜振甫,https://zh.wikipedia.org/wiki/%E8%BE%9C%E6%8C%AF%E7%94%AB
158,顧祝同,https://zh.wikipedia.org/wiki/%E9%A1%A7%E7%A5%9D%E5%90%8C
159,顾维钧,https://zh.wikipedia.org/wiki/%E9%A1%BE%E7%BB%B4%E9%92%A7
160,顧孟餘,https://zh.wikipedia.org/wiki/%E9%A1%A7%E5%AD%9F%E9%A4%98
161,顾祝荣,https://zh.wikipedia.org/wiki/%E9%A1%BE%E7%A5%9D%E8%8D%A3
162,谷正綱,https://zh.wikipedia.org/wiki/%E8%B0%B7%E6%AD%A3%E7%B6%B1
163,郭俊次,https://zh.wikipedia.org/wiki/%E9%83%AD%E4%BF%8A%E6%AC%A1
164,郭政一,https://zh.wikipedia.org/wiki/%E9%83%AD%E6%94%BF%E4%B8%80
165,郭政權,https://zh.wikipedia.org/wiki/%E9%83%AD%E6%94%BF%E6%AC%8A
166,關沃暖,https://zh.wikipedia.org/wiki/%E9%97%9C%E6%B2%83%E6%9A%96
167,高揚昇,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%8F%9A%E6%98%87
168,高安國,https://zh.wikipedia.org/wiki/%E9%AB%98%E5%AE%89%E5%9C%8B
169,何鍵,https://zh.wikipedia.org/wiki/%E4%BD%95%E9%8D%B5
170,洪幼樵,https://zh.wikipedia.org/wiki/%E6%B4%AA%E5%B9%BC%E6%A8%B5
171,洪昭男,https://zh.wikipedia.org/wiki/%E6%B4%AA%E6%98%AD%E7%94%B7
172,黃平洋,https://zh.wikipedia.org/wiki/%E9%BB%83%E5%B9%B3%E6%B4%8B
173,黃敏恭,https://zh.wikipedia.org/wiki/%E9%BB%83%E6%95%8F%E6%81%AD
174,黄旭初,https://zh.wikipedia.org/wiki/%E9%BB%84%E6%97%AD%E5%88%9D
175,杭立武,https://zh.wikipedia.org/wiki/%E6%9D%AD%E7%AB%8B%E6%AD%A6
176,杭鸿志,https://zh.wikipedia.org/wiki/%E6%9D%AD%E9%B8%BF%E5%BF%97
177,韓國瑜,https://zh.wikipedia.org/wiki/%E9%9F%93%E5%9C%8B%E7%91%9C
178,韓駿傑,https://zh.wikipedia.org/wiki/%E9%9F%93%E9%A7%BF%E5%82%91
179,郝柏村,https://zh.wikipedia.org/wiki/%E9%83%9D%E6%9F%8F%E6%9D%91
180,何嘉榮,https://zh.wikipedia.org/wiki/%E4%BD%95%E5%98%89%E6%A6%AE
181,何宜武,https://zh.wikipedia.org/wiki/%E4%BD%95%E5%AE%9C%E6%AD%A6
182,何成濬,https://zh.wikipedia.org/wiki/%E4%BD%95%E6%88%90%E6%BF%AC
183,何浩若,https://zh.wikipedia.org/wiki/%E4%BD%95%E6%B5%A9%E8%8B%A5
184,何茂取,https://zh.wikipedia.org/wiki/%E4%BD%95%E8%8C%82%E5%8F%96
185,何志洪,https://zh.wikipedia.org/wiki/%E4%BD%95%E5%BF%97%E6%B4%AA
186,賀衷寒,https://zh.wikipedia.org/wiki/%E8%B3%80%E8%A1%B7%E5%AF%92
187,洪性榮,https://zh.wikipedia.org/wiki/%E6%B4%AA%E6%80%A7%E6%A6%AE
188,洪文棟,https://zh.wikipedia.org/wiki/%E6%B4%AA%E6%96%87%E6%A3%9F
189,洪樵榕,https://zh.wikipedia.org/wiki/%E6%B4%AA%E6%A8%B5%E6%A6%95
190,洪玉欽,https://zh.wikipedia.org/wiki/%E6%B4%AA%E7%8E%89%E6%AC%BD
191,洪蘭友,https://zh.wikipedia.org/wiki/%E6%B4%AA%E8%98%AD%E5%8F%8B
192,侯友宜,https://zh.wikipedia.org/wiki/%E4%BE%AF%E5%8F%8B%E5%AE%9C
193,侯绍裘,https://zh.wikipedia.org/wiki/%E4%BE%AF%E7%BB%8D%E8%A3%98
194,何世禮,https://zh.wikipedia.org/wiki/%E4%BD%95%E4%B8%96%E7%A6%AE
195,許素葉,https://zh.wikipedia.org/wiki/%E8%A8%B1%E7%B4%A0%E8%91%89
196,薛承泰,https://zh.wikipedia.org/wiki/%E8%96%9B%E6%89%BF%E6%B3%B0
197,徐志榮,https://zh.wikipedia.org/wiki/%E5%BE%90%E5%BF%97%E6%A6%AE
198,徐慶鐘,https://zh.wikipedia.org/wiki/%E5%BE%90%E6%85%B6%E9%90%98
